,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
205970,204926561,I.F.U Album and Tour,Music,Music,USD,2012-07-12,30000.0,2012-06-12 14:31:12,20.0,failed,2,US,20.0,20.0,30000.0
282637,508120203,ONE COLD NIGHT,Graphic Novels,Comics,USD,2017-10-13,2500.0,2017-09-13 20:51:26,90.0,failed,3,US,0.0,90.0,2500.0
119821,1608652814,Relentless Apparel Activewear (Canceled),Apparel,Fashion,AUD,2016-03-06,16500.0,2016-01-26 00:05:16,115.0,canceled,2,AU,80.53,86.37,12392.04
363673,922939244,8-Bit Style Gospel of John Comic Book (Canceled),Comics,Comics,USD,2016-04-24,300.0,2016-03-25 19:34:19,46.0,canceled,2,US,46.0,46.0,300.0
153961,1782600249,GOONS AND GATS,Tabletop Games,Games,USD,2017-01-15,5000.0,2016-12-16 03:07:41,357.0,canceled,8,US,140.0,357.0,5000.0
310458,651407808,The Focus Group,Shorts,Film & Video,USD,2015-04-16,9000.0,2015-03-17 16:40:54,20785.0,successful,510,US,20785.0,20785.0,9000.0
361602,912582971,Reckless Love Revolution at Kingdom Youth Conference,Apparel,Fashion,USD,2016-08-29,5000.0,2016-07-30 13:57:05,5700.0,successful,10,US,1200.0,5700.0,5000.0
280246,495622080,"Band Vs. Band Comix, Volume 1",Comics,Comics,CAD,2014-03-20,3000.0,2014-02-24 21:03:06,6707.0,successful,157,CA,6035.62,5987.86,2678.33
200328,202019457,Old Familiar Comb Bottle Opener,Product Design,Design,USD,2012-09-11,2500.0,2012-08-12 15:56:11,22352.0,successful,714,US,22352.0,22352.0,2500.0
16610,1084105847,Revolution: 2553,Video Games,Games,USD,2015-06-09,10000.0,2015-04-25 06:12:55,26.0,failed,2,US,26.0,26.0,10000.0
142077,1721949425,Starfall Tactics: Next-Gen Space RTS,Video Games,Games,USD,2015-06-11,45000.0,2015-05-04 19:42:41,26213.5,failed,437,US,26213.5,26213.5,45000.0
336178,782458498,Course: Learn Cryptography,Web,Technology,USD,2014-12-25,12000.0,2014-11-25 21:27:03,175.0,failed,5,US,175.0,175.0,12000.0
219047,2115662901,"Lureaux Shoes - Unique, Comfortable & Affordable Dress Shoes",Footwear,Fashion,EUR,2016-02-24,5000.0,2016-01-20 16:13:12,8475.0,successful,88,NL,9232.13,9327.54,5502.97
130159,1660774304,Soul In Exile 2: Jersey Shore Baby,Rock,Music,USD,2013-01-31,3000.0,2013-01-01 16:19:33,371.0,failed,14,US,371.0,371.0,3000.0
51131,1260422744,"Edge Of Eternity (Pc, Mac, Linux, PS4, XBOX ONE)",Video Games,Games,USD,2015-03-22,44000.0,2015-02-15 12:01:09,161246.54,successful,4045,US,161246.54,161246.54,44000.0
76319,1388511151,Quantum battery,Technology,Technology,CAD,2015-05-16,80000.0,2015-03-17 19:14:28,331.0,failed,11,CA,258.74,271.31,65573.77
207765,2058815326,Heroes' Tears Role Playing Game,Games,Games,USD,2015-05-31,4000.0,2015-05-01 05:17:47,4860.0,successful,44,US,4860.0,4860.0,4000.0
229908,23881271,Got Away-A Horror Film,Shorts,Film & Video,USD,2011-09-16,700.0,2011-08-02 17:32:51,830.0,successful,10,US,830.0,830.0,700.0
242987,305714560,Lisa Marshall Band makes a record!,R&B,Music,USD,2011-08-10,5000.0,2011-07-11 21:05:44,5250.0,successful,38,US,5250.0,5250.0,5000.0
349697,851676509,Common Man Wood Turning Tools (Canceled),Hardware,Technology,USD,2015-01-01,14000.0,2014-12-01 18:47:15,976.0,canceled,16,US,976.0,976.0,14000.0
317355,686639159,"""Wired For Love"", an online opera",Classical Music,Music,USD,2011-09-05,6500.0,2011-07-22 19:28:08,7255.0,successful,91,US,7255.0,7255.0,6500.0
92656,1471077227,Aquí Hay Monstruos : Un lugar lleno de misterios,Comics,Comics,MXN,2016-12-29,10000.0,2016-11-29 17:59:18,0.0,failed,0,MX,0.0,0.0,484.14
111014,1564107603,Earthly Pleasures: A Fashion Film,Shorts,Film & Video,GBP,2013-07-01,2000.0,2013-06-12 12:17:45,2036.0,successful,21,GB,3171.9,3048.04,2994.15
221905,2130490207,Anything you want drawn!,Art,Art,CAD,2015-06-02,6000.0,2015-04-23 18:03:27,0.0,failed,0,CA,0.0,0.0,4800.0
188568,1959608870,TIMES LIKE THESE: Men With Breast Cancer Documentary,Documentary,Film & Video,USD,2013-11-09,80000.0,2013-10-09 16:01:32,32393.0,failed,213,US,32393.0,32393.0,80000.0
264343,41444529,DAY FOR NIGHT - A Feature Film,Thrillers,Film & Video,USD,2015-03-16,37000.0,2015-02-12 01:27:56,42277.0,successful,137,US,42277.0,42277.0,37000.0
268353,435548827,Clipped Wings,Nonfiction,Publishing,GBP,2017-09-07,600.0,2017-08-08 10:41:48,773.0,successful,38,GB,20.89,1021.43,792.83
351630,86130268,Chris Becomes a Couch Potato,Children's Books,Publishing,USD,2014-12-28,1300.0,2014-11-13 07:18:04,1425.0,successful,39,US,1425.0,1425.0,1300.0
350517,855646013,Project Collaborate,Web,Technology,USD,2015-04-30,1000.0,2015-03-31 01:44:23,200.0,failed,4,US,200.0,200.0,1000.0
262895,407023207,The Night the Tooth Fairy Did Not Come,Children's Books,Publishing,USD,2014-03-29,10000.0,2014-02-27 21:52:34,125.0,failed,5,US,125.0,125.0,10000.0
261382,399477355,Sunrise,Nonfiction,Publishing,USD,2012-12-19,2500.0,2012-11-19 22:59:07,210.0,failed,7,US,210.0,210.0,2500.0
248836,335580753,The Blue Road EP,Indie Rock,Music,USD,2013-05-21,2500.0,2013-05-07 22:54:48,2949.0,successful,58,US,2949.0,2949.0,2500.0
154008,1782789075,Clean Waters,Journalism,Journalism,CAD,2015-12-22,4500.0,2015-11-07 21:57:40,265.0,failed,3,CA,201.36,191.06,3244.41
308865,643349081,Olompali: A California Story,Documentary,Film & Video,USD,2013-06-17,45000.0,2013-05-18 19:30:10,45859.0,successful,160,US,45859.0,45859.0,45000.0
576,1002772966,Geek Seekers,Webseries,Film & Video,USD,2012-02-08,5000.0,2012-01-19 18:26:50,7375.51,successful,138,US,7375.51,7375.51,5000.0
316501,682237008,"""Prisons: The Ins and The Outs"" book project",Nonfiction,Publishing,USD,2014-10-24,3000.0,2014-09-22 23:00:44,3627.0,successful,57,US,3627.0,3627.0,3000.0
310082,649349030,"XC:91 Clothing - Our Refuge, Our Fortress",Apparel,Fashion,USD,2015-02-02,500.0,2014-12-04 06:01:26,65.0,failed,2,US,65.0,65.0,500.0
277173,480121956,The Radventures of Radimus Platypus,Children's Books,Publishing,USD,2014-10-31,40000.0,2014-09-30 19:33:34,5989.33,failed,108,US,5989.33,5989.33,40000.0
323804,71923423,Old Queen and the Sea,Theater,Theater,USD,2011-06-24,2000.0,2011-05-25 00:42:56,2005.0,successful,6,US,2005.0,2005.0,2000.0
333315,767850620,FOOD MADE FROM THE SOUL,Restaurants,Food,USD,2014-09-26,5000.0,2014-08-19 00:14:17,81.0,failed,5,US,81.0,81.0,5000.0
282502,507308180,Cry Like a Rainy Day - Short Film,Shorts,Film & Video,CAD,2014-05-05,2500.0,2014-04-10 07:55:18,3590.0,successful,42,CA,3286.21,3314.87,2308.4
209063,2065360931,Royal Ruckus: The Summer of the Cicadas - New Double Album!,Hip-Hop,Music,USD,2016-07-23,1200.0,2016-06-23 20:57:10,2541.0,successful,59,US,635.0,2541.0,1200.0
332711,764953940,Driving Simulation for Young Drivers,Software,Technology,USD,2016-05-05,100000.0,2016-04-05 18:42:15,33.0,failed,5,US,33.0,33.0,100000.0
9043,1045706628,DeepFlight Hydrobatics Expedition,Technology,Technology,USD,2012-08-26,45000.0,2012-07-17 18:51:39,3530.0,failed,43,US,3530.0,3530.0,45000.0
250046,341854801,Eggs!: Cat Enamel Pin,Accessories,Fashion,USD,2017-12-12,400.0,2017-11-11 14:44:51,819.0,successful,50,US,92.0,819.0,400.0
117753,1598303477,Murphy's Law - A Short Film,Comedy,Film & Video,USD,2014-10-10,3000.0,2014-09-19 23:52:10,3455.0,successful,59,US,3455.0,3455.0,3000.0
288700,538990203,Good Dog In a Box: Family Friendly Dog Training Subscription,Product Design,Design,USD,2016-12-01,40000.0,2016-11-10 14:46:36,991.0,failed,18,US,40.0,991.0,40000.0
223635,2139473153,Merch for Motel Rooms:  Make the Touring Life a Reality,Music,Music,USD,2010-06-13,2500.0,2010-05-14 18:11:31,0.0,failed,0,US,0.0,0.0,2500.0
195990,1998003434,NEVERMIND NOSTALGIA: The Last Book On Punk Rock,Nonfiction,Publishing,USD,2011-11-30,13000.0,2011-10-31 05:00:06,2270.0,failed,40,US,2270.0,2270.0,13000.0
50035,1254960113,AIRbudz,Technology,Technology,USD,2012-06-09,22000.0,2012-05-10 14:09:19,22181.58,successful,862,US,22181.58,22181.58,22000.0
232437,251363008,MATA 2012 Festival of New Music,Classical Music,Music,USD,2012-04-17,5000.0,2012-03-23 21:50:29,5040.0,successful,59,US,5040.0,5040.0,5000.0
178018,1905761778,THE AFGHANS - A Photo Book,Photobooks,Photography,EUR,2016-10-14,28000.0,2016-09-15 08:55:41,10846.0,failed,81,DE,106.59,11932.71,30805.45
131665,1668208635,One Dreamer,Video Games,Games,AUD,2015-08-05,25000.0,2015-07-06 20:03:40,25400.5,successful,423,AU,19094.11,18766.53,18470.63
111449,1566370648,"STUBBLE: The Story Of An Ex-Bearded Lady, MN FRINGE",Theater,Theater,USD,2013-07-26,2000.0,2013-06-26 21:22:11,2102.0,successful,57,US,2102.0,2102.0,2000.0
6861,1034862045,Visions of Fantastic Realms - Calendar Project,Illustration,Art,USD,2012-01-01,5000.0,2011-12-14 03:40:58,245.0,failed,10,US,245.0,245.0,5000.0
255085,367219730,"ConnectorR- smartphone, iPhone, GPS wearable mounting system",Product Design,Design,USD,2012-04-07,55000.0,2012-02-22 01:35:13,824.0,failed,17,US,824.0,824.0,55000.0
265106,418588282,3 Cent Stamp Debut Album,Jazz,Music,USD,2014-10-17,7000.0,2014-09-17 19:59:20,8118.0,successful,133,US,8118.0,8118.0,7000.0
39632,1201540377,Waffle time! Perfect waffles every time!,Apps,Technology,NOK,2016-05-22,10000.0,2016-03-23 17:28:41,210.0,failed,3,NO,24.97,25.27,1203.2
94952,1482611116,International Interdisciplinary Artists Consortium Residency,Residencies,Dance,USD,2015-09-06,5000.0,2015-08-20 19:30:00,5026.0,successful,48,US,5026.0,5026.0,5000.0
18407,1093469064,Manumission,Film & Video,Film & Video,USD,2016-11-11,10000.0,2016-09-12 16:20:33,52.0,failed,1,US,0.0,52.0,10000.0
181167,1922001240,Flydwin's Ski Adapter For Chariot!,Design,Design,CAD,2015-02-25,15500.0,2015-02-04 20:15:06,108.0,failed,5,CA,85.56,86.74,12448.8
91761,1466135050,Bring back THE MOTHER in Public Access Theatre,Theater,Theater,USD,2014-01-22,3000.0,2013-12-17 20:29:23,7065.0,successful,248,US,7065.0,7065.0,3000.0
313090,664725253,THE BEGGLES,Mobile Games,Games,EUR,2018-01-16,9000.0,2017-12-17 19:02:34,403.0,live,27,DE,343.28,489.12,10923.26
311533,656939412,"""Pelted Primacy"" Limited Edition Bicycle© Playing Cards",Tabletop Games,Games,USD,2013-06-13,12500.0,2013-05-14 04:51:16,1577.02,failed,51,US,1577.02,1577.02,12500.0
11372,105702600,BODYART Funding Opportunity,Dance,Dance,USD,2011-12-09,3000.0,2011-11-09 19:46:59,3110.0,successful,48,US,3110.0,3110.0,3000.0
242666,304132304,Iconic Video Game Characters 1990-2002 Book,Video Games,Games,AUD,2014-07-13,52000.0,2014-05-23 14:23:47,520.0,failed,1,AU,481.66,488.17,48817.12
150195,1763283990,Help bring the 2016 Horse and Hunk Calendar to North America,Calendars,Publishing,CAD,2015-11-23,200.0,2015-10-24 05:33:37,130.0,failed,5,CA,99.23,97.4,149.85
88038,1447519911,Bohiti Rising: Journey of a Lifetime Making Music on the Way,Music,Music,USD,2011-10-24,6000.0,2011-09-24 03:33:37,100.0,failed,1,US,100.0,100.0,6000.0
27506,1139699447,The Minimal Surface Chair (Canceled),Design,Design,USD,2012-03-03,20000.0,2012-02-02 05:28:35,2651.0,canceled,12,US,2651.0,2651.0,20000.0
326219,731451805,Bound Premium Playing Cards (Canceled),Graphic Design,Design,USD,2013-12-27,10000.0,2013-11-27 00:09:20,484.0,canceled,23,US,484.0,484.0,10000.0
90411,1459345711,Saturday Night Love Songs,Indie Rock,Music,USD,2013-05-06,3000.0,2013-04-06 02:42:32,20.0,failed,1,US,20.0,20.0,3000.0
121289,1616068580,Social Community for Families Managing Mental Health Issues,Web,Technology,USD,2017-03-15,50000.0,2017-02-13 18:31:22,3360.0,canceled,17,US,500.0,3360.0,50000.0
274545,467084357,Caritas Revolution (Canceled),Documentary,Film & Video,USD,2016-07-15,75000.0,2016-06-15 00:05:14,0.0,canceled,0,US,0.0,0.0,75000.0
272521,456580299,IMO: Hate Your Friends,Tabletop Games,Games,CAD,2014-11-16,6000.0,2014-10-17 23:02:42,844.0,failed,19,CA,748.73,749.56,5328.6
173235,1881045867,It's A Birb Thing Keychains!,Illustration,Art,USD,2017-12-04,100.0,2017-11-22 00:10:49,116.0,successful,13,US,95.0,116.0,100.0
29152,1148045254,NextUp Music ~ Stop Passing the Aux!,Apps,Technology,USD,2017-08-01,2500.0,2017-06-16 17:49:50,2612.0,successful,35,US,85.0,2612.0,2500.0
107893,1548601169,Yogaboard,Technology,Technology,EUR,2017-04-05,10000.0,2017-03-14 22:39:57,2733.0,canceled,10,DE,1616.33,2905.19,10630.04
131896,1669405099,Rainbow's End: Mobile bike-powered gay bar! Burning Man 2012,Conceptual Art,Art,USD,2012-08-10,2000.0,2012-06-25 22:37:23,2138.0,successful,45,US,2138.0,2138.0,2000.0
309407,645967822,Amockalypse: Season Two,Comedy,Film & Video,USD,2014-12-02,1500.0,2014-11-02 00:10:45,1594.0,successful,24,US,1594.0,1594.0,1500.0
357692,892157411,Mythik - Enamel Pins,Illustration,Art,USD,2017-03-11,400.0,2017-03-04 01:37:24,502.0,successful,9,US,152.0,502.0,400.0
298240,588855703,Solar Fan with USB Charger,Product Design,Design,USD,2014-09-06,16000.0,2014-08-07 05:46:53,1371.0,failed,12,US,1371.0,1371.0,16000.0
285301,521413005,Minecraft Multiplayer Improvement Project,Video Games,Games,USD,2018-01-12,500.0,2017-11-28 02:15:30,55.0,live,2,US,15.0,55.0,500.0
50892,1259165243,Teach Programmable XYZ Robotic Workbench (Canceled),Technology,Technology,USD,2014-04-09,200000.0,2014-03-10 19:25:07,10.0,canceled,2,US,10.0,10.0,200000.0
240992,29566284,Alex's Sweet Spot,Food,Food,USD,2015-03-01,3000.0,2015-01-30 20:27:50,2.0,failed,2,US,2.0,2.0,3000.0
75356,138386151,Between the Seas Festival,Theater,Theater,USD,2012-06-08,5000.0,2012-04-19 19:40:18,5075.0,successful,37,US,5075.0,5075.0,5000.0
50455,1256965247,Bring Shakespeare to San Jose,Theater,Theater,USD,2011-06-01,1000.0,2011-04-12 11:06:31,75.0,failed,2,US,75.0,75.0,1000.0
131244,1666183316,"""Eilífur: Eternal Iceland"" Fine Art Photography Book Project",Places,Photography,USD,2016-05-15,1500.0,2016-04-15 03:11:05,235.0,failed,5,US,235.0,235.0,1500.0
278245,485620769,Solar Flare #4 by James Haick & Branko Jovanovic,Comic Books,Comics,USD,2015-12-14,1500.0,2015-11-20 03:45:44,1893.0,successful,39,US,1893.0,1893.0,1500.0
209126,2065672807,Cliterature: The Lesbian Kama Sutra,Nonfiction,Publishing,USD,2017-12-01,5000.0,2017-11-01 22:07:14,1039.0,failed,31,US,10.0,1039.0,5000.0
256945,376597747,"Biographies/Character Limitations - a 1687, Inc. production",Experimental,Film & Video,USD,2014-11-25,500.0,2014-09-26 23:35:37,501.0,successful,12,US,501.0,501.0,500.0
331252,75754803,Life Sign - An Industrial Art Sign with Grass,Graphic Design,Design,USD,2015-03-31,2500.0,2015-02-24 02:13:08,1.0,failed,1,US,1.0,1.0,2500.0
123527,1627223597,latitude - sprouted kitchen & juice bar,Food,Food,USD,2013-01-08,16000.0,2012-12-11 05:09:54,2423.0,failed,21,US,2423.0,2423.0,16000.0
6820,1034666945,Small Unmanned Aerial System (SUAS) - Phase II,Technology,Technology,USD,2012-01-10,85000.0,2011-12-09 22:14:35,2566.0,failed,16,US,2566.0,2566.0,85000.0
1497,1007692394,MAX & ELSA: NO MUSIC. NO CHILDREN.,Plays,Theater,USD,2015-04-29,3000.0,2015-04-08 19:51:02,4085.0,successful,88,US,4085.0,4085.0,3000.0
58083,1295570135,Rex Raven,Shorts,Film & Video,GBP,2013-07-16,500.0,2013-06-28 15:30:46,5.0,failed,1,GB,7.67,7.63,763.01
111159,156479029,The newest way to choose your wardrobe!,Apps,Technology,USD,2017-05-10,6500.0,2017-04-10 18:11:03,0.0,failed,0,US,0.0,0.0,6500.0
317853,68898345,One Thousand Love Letters,Public Art,Art,USD,2013-01-17,1200.0,2012-12-28 22:19:54,4184.0,successful,92,US,4184.0,4184.0,1200.0
163946,183429703,"Let's get ""A Miracle of Birds"" off the ground!",Country & Folk,Music,USD,2012-12-23,6000.0,2012-11-23 17:00:16,7331.0,successful,163,US,7331.0,7331.0,6000.0
152519,1774943262,Candles With a Mission!,Candles,Crafts,USD,2016-04-30,10000.0,2016-04-01 23:27:08,121.0,failed,3,US,121.0,121.0,10000.0
113379,1576026621,Southern Comfort,Narrative Film,Film & Video,USD,2010-07-20,5000.0,2010-06-17 06:25:53,5170.0,successful,50,US,5170.0,5170.0,5000.0
94965,1482678757,T- Dice 2 - Cyber Universe Dice for tabletop games,Tabletop Games,Games,USD,2015-09-10,5000.0,2015-08-11 00:50:37,13198.8,successful,235,US,13198.8,13198.8,5000.0
336753,785144836,Zero Groundz - Decaf Flavored K-Cups,Drinks,Food,USD,2016-02-26,500.0,2016-02-11 19:07:03,586.0,successful,15,US,586.0,586.0,500.0
218166,2111293616,Elevator - A Feature Length Film,Narrative Film,Film & Video,USD,2011-05-09,11111.11,2011-03-19 15:31:43,11551.0,successful,116,US,11551.0,11551.0,11111.11
146575,1744667660,The Noh Christmas Carol,Plays,Theater,USD,2017-11-10,10000.0,2017-09-11 23:47:43,10803.04,successful,32,US,2490.0,10803.04,10000.0
160064,1814018517,Pouvoir vendre mes illustrations / To sell my illustrations,Painting,Art,EUR,2016-09-24,400.0,2016-08-25 18:51:14,130.0,failed,4,FR,50.84,145.09,446.44
249916,34119937,Spicing It Up Across America! (Canceled),Food,Food,USD,2014-10-21,75000.0,2014-09-21 19:58:40,3427.0,canceled,62,US,3427.0,3427.0,75000.0
309940,648641262,EOD Bob Ross coin,Art,Art,USD,2016-07-08,2700.0,2016-06-18 20:18:28,3991.0,successful,115,US,3832.0,3991.0,2700.0
335673,779967410,ABUELO,Family,Film & Video,USD,2017-02-02,10500.0,2016-12-29 03:30:10,11001.0,successful,72,US,925.0,11001.0,10500.0
114088,1579495405,Recording Artist Angie Pretlow records Sophmore Album with Inspiration for the soul!!,Indie Rock,Music,USD,2010-06-10,7500.0,2010-04-27 00:52:52,0.0,failed,0,US,0.0,0.0,7500.0
27861,1141449924,'Suff'ring' - a new farce from StraightUp Productions,Plays,Theater,GBP,2018-01-07,1000.0,2017-12-08 16:47:48,630.0,live,9,GB,200.68,859.31,1363.98
282459,507130318,ALLA RICONQUISTA DI SENTIERITOLKIENIANI.NET,Web,Journalism,EUR,2016-07-23,350.0,2016-05-24 13:07:19,488.0,successful,24,IT,548.1,542.31,388.95
215406,2097468160,Teaching Kids Character Book,Children's Books,Publishing,USD,2013-01-06,5000.0,2012-12-17 21:16:13,45.0,failed,2,US,45.0,45.0,5000.0
331611,759458460,Robotic Handling System,Robots,Technology,USD,2016-03-23,998000.0,2016-02-22 18:44:28,2636.0,failed,4,US,2636.0,2636.0,998000.0
20477,1104051947,Beldin's Walls,Shorts,Film & Video,USD,2013-02-23,3500.0,2013-01-24 00:06:10,4073.66,successful,137,US,4073.66,4073.66,3500.0
150087,1762729684,Guru Toyz Military & Secret Agent Action Figures,Comics,Comics,USD,2015-01-09,44000.0,2014-12-03 11:42:53,3405.0,failed,44,US,3405.0,3405.0,44000.0
49664,1253078132,RADD: The Grom Hammock,Product Design,Design,USD,2017-04-01,10000.0,2017-03-01 16:29:08,11642.59,successful,89,US,1635.0,11642.59,10000.0
349008,848148628,Reverb: Overcome your network monitoring limitations,Software,Technology,USD,2013-04-27,100000.0,2013-03-26 17:22:29,32.0,failed,3,US,32.0,32.0,100000.0
78153,1397546608,Buried Treasure: Education in CUBA (working title),Nonfiction,Publishing,USD,2016-05-11,37000.0,2016-04-11 14:45:47,183.0,failed,7,US,183.0,183.0,37000.0
5065,1025895762,The Broken Few,Film & Video,Film & Video,USD,2015-05-22,20000.0,2015-04-22 23:41:17,605.0,failed,14,US,605.0,605.0,20000.0
74856,1381364961,Translate more than 50 Biblical Poems,Poetry,Publishing,USD,2012-07-17,3500.0,2012-06-08 02:31:18,0.0,failed,0,US,0.0,0.0,3500.0
15328,1077456362,Charlie Goes to London — Short Film,Film & Video,Film & Video,USD,2011-08-07,500.0,2011-05-09 05:56:17,101.0,failed,2,US,101.0,101.0,500.0
114895,1583534468,Kaboom: A History of Bombing (Canceled),Documentary,Film & Video,USD,2016-01-27,2000.0,2015-12-20 12:46:17,1337.0,canceled,116,US,1337.0,1337.0,2000.0
319496,697239703,Wild West Hip Hop - A look inside Wyomings Hip Hop scene,Documentary,Film & Video,USD,2016-06-29,10000.0,2016-04-30 00:24:11,105.0,canceled,3,US,105.0,105.0,10000.0
316696,683284942,GFunkBack Album Release,Hip-Hop,Music,USD,2017-06-28,2500.0,2017-05-29 01:11:36,0.0,failed,0,US,0.0,0.0,2500.0
256739,375617739,3FPC - In need of microphones,Radio & Podcasts,Publishing,GBP,2014-06-20,250.0,2014-05-21 22:39:19,0.0,failed,0,GB,0.0,0.0,425.96
362891,918954113,Simple Image,Photography,Photography,USD,2015-02-15,1000.0,2015-01-09 01:12:20,0.0,failed,0,US,0.0,0.0,1000.0
107627,154722200,StarvingArt,Painting,Art,USD,2015-07-31,200.0,2015-07-03 00:30:57,301.0,successful,7,US,301.0,301.0,200.0
44222,1224835989,Recover Your Body After Pregnancy,Nonfiction,Publishing,USD,2017-07-20,5000.0,2017-06-20 12:05:03,665.0,failed,16,US,406.0,665.0,5000.0
119048,1604768819,"La Barceloneta (Songs of Circe, Book One)",Fiction,Publishing,USD,2012-07-30,10000.0,2012-06-15 00:49:23,1966.0,failed,32,US,1966.0,1966.0,10000.0
63787,1324351266,Better Bookshelf,Product Design,Design,USD,2015-02-12,7500.0,2015-01-13 18:13:15,787.0,failed,23,US,787.0,787.0,7500.0
237034,27497646,A-Gravity Chair | The stand desk reinvented.,Product Design,Design,USD,2015-07-22,4000.0,2015-06-07 09:27:14,7224.0,successful,71,US,7224.0,7224.0,4000.0
131222,1666082784,3D Printable Cars (STL Files) Relaunch,Tabletop Games,Games,CAD,2018-01-27,500.0,2017-12-28 22:52:59,756.0,live,24,CA,541.04,603.88,399.39
43574,1221736126,Bogey's Washer Golf,Live Games,Games,USD,2014-12-02,30000.0,2014-10-03 22:53:34,0.0,failed,0,US,0.0,0.0,30000.0
199667,2016759393,help Alaskan Luv take off!,Crafts,Crafts,USD,2014-08-16,500.0,2014-07-17 16:34:56,0.0,failed,0,US,0.0,0.0,500.0
191290,197337922,The Nature of Reality,Webseries,Film & Video,USD,2016-04-29,15000.0,2016-02-29 23:34:52,1.0,failed,1,US,1.0,1.0,15000.0
55998,1285020385,Saving a Dying Language,Apps,Technology,CAD,2014-09-05,100000.0,2014-07-07 03:10:30,200.0,failed,5,CA,187.78,183.86,91928.66
179930,1915281791,Make The Cinderella Album Happen!,Indie Rock,Music,GBP,2013-01-26,500.0,2012-12-27 22:56:09,10.0,failed,1,GB,16.12,15.83,791.69
220354,2122245568,Creepypasta,Graphic Novels,Comics,USD,2016-06-27,6666.0,2016-05-28 14:33:18,22842.0,successful,554,US,22842.0,22842.0,6666.0
395,1001842762,Gospel Jazz Independant Artist - CD Project,Music,Music,USD,2011-06-18,7000.0,2011-05-19 21:34:49,100.0,failed,1,US,100.0,100.0,7000.0
136493,1693105284,LISTEJ Earrings COOL STYLE COOL HEAD,Jewelry,Fashion,EUR,2015-09-07,20000.0,2015-08-13 20:52:23,72.0,failed,2,DE,79.56,81.13,22535.97
376205,987537881,The woods (Original Movie),Film & Video,Film & Video,GBP,2013-03-27,15000.0,2013-02-25 22:06:36,10.0,failed,1,GB,15.18,15.14,22714.54
322103,710219987,Creating Lola (300 days),Art,Art,GBP,2012-12-21,6000.0,2012-11-21 02:54:34,330.0,failed,4,GB,536.28,535.37,9733.94
232112,249745872,The Chicago South Asian Film Festival,Festivals,Film & Video,USD,2015-09-30,2500.0,2015-08-18 22:49:58,3000.0,successful,23,US,3000.0,3000.0,2500.0
165846,1843773257,BlissQuest Publishing,Publishing,Publishing,USD,2014-11-15,175000.0,2014-10-06 20:01:02,5002.0,failed,52,US,5002.0,5002.0,175000.0
347855,842079561,ALL R.I.S.E CLOTHING,Apparel,Fashion,USD,2016-06-04,3500.0,2016-05-04 19:23:54,100.0,failed,1,US,100.0,100.0,3500.0
77408,1393712439,Sprocket The Comic-Cat Issue 3 V2.0,Comic Books,Comics,USD,2016-04-30,1000.0,2016-04-25 18:22:40,1253.73,successful,47,US,1253.73,1253.73,1000.0
168728,1858314972,TOOL ARC 154° Tactical EDC 14-in-1 Multi-Tool,Product Design,Design,USD,2016-09-18,3000.0,2016-08-19 14:01:05,2541.0,canceled,51,US,597.0,2541.0,3000.0
23814,112092826,Confused in China (Chinese React to Western Culture),Film & Video,Film & Video,USD,2016-03-02,2000.0,2016-02-16 21:14:43,0.0,undefined,0,"N,0""",,0.0,2000.0
357569,891551063,Pet Portrait Portfolio Show,Animals,Photography,USD,2015-05-07,500.0,2015-04-07 19:27:36,0.0,failed,0,US,0.0,0.0,500.0
367664,943289896,"ShadeClips, a better way to carry your glasses",Accessories,Fashion,USD,2016-12-17,5000.0,2016-11-17 02:05:25,2252.2,failed,24,US,407.2,2252.2,5000.0
25700,11306571,Miniature bowling game (Canceled),Games,Games,USD,2014-07-19,17000.0,2014-06-19 00:22:53,10.0,canceled,1,US,10.0,10.0,17000.0
343353,819166072,Fire And Sprite,Video Games,Games,USD,2015-12-19,430.0,2015-11-19 01:33:13,20.0,failed,2,US,20.0,20.0,430.0
240304,292239370,Ladder 29: Ladder climbing firefighters extinguishing cards.,Tabletop Games,Games,USD,2017-04-12,12000.0,2017-03-15 17:00:03,13724.0,successful,491,US,4134.0,13724.0,12000.0
377385,993649960,Amora Game: Supporting Roles: Tinker Class,Tabletop Games,Games,USD,2012-07-01,1500.0,2012-06-06 01:46:01,25.0,failed,1,US,25.0,25.0,1500.0
212819,2084685272,Save the world drinking beer: sustainable craft brewery,Drinks,Food,EUR,2017-12-25,35000.0,2017-11-23 00:56:15,819.0,failed,5,ES,491.85,982.23,41975.49
345475,829847707,"""Date Number One"" December 2009 Distribution Project",Shorts,Film & Video,USD,2009-12-09,3000.0,2009-11-05 08:21:04,15.0,failed,2,US,15.0,15.0,3000.0
327124,736099435,Happy Anime Subscription Service,Film & Video,Film & Video,USD,2017-03-07,10000.0,2017-01-06 16:49:38,5.0,canceled,1,US,0.0,5.0,10000.0
59865,1304380164,Queer Knitter in the Queen City,Documentary,Film & Video,USD,2014-10-21,4250.0,2014-09-21 14:57:45,4260.0,successful,59,US,4260.0,4260.0,4250.0
375922,985955370,POT US POTUS - Support for the Legalization of Marijuana,Apparel,Fashion,USD,2014-10-31,420.0,2014-09-20 00:26:22,110.0,failed,4,US,110.0,110.0,420.0
